occurrenceID,materialEntityID,basisOfRecord,datasetName,institutionCode,catalogNumber,materialEntityCategory,materialEntityType,taxonID,scientificName,scientificNameAuthorship,originalNameUsage,higherClassification,locationID,locality,island,islandGroup,country,countryCode,decimalLatitude,decimalLongitude,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,associatedReferences,materialEntityRemarks,occurrenceRemarks,taxonRemarks,locationRemarks,dynamicProperties
MAS-SP-0241,MAS-SP-0241,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9442,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0242,MAS-SP-0242,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9443,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0243,MAS-SP-0243,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9444,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0244,MAS-SP-0244,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9445,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0245,MAS-SP-0245,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9446,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0246,MAS-SP-0246,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9447,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0247,MAS-SP-0247,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9448,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0248,MAS-SP-0248,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9449,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0249,MAS-SP-0249,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9450,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0250,MAS-SP-0250,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9451,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0251,MAS-SP-0251,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9452,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0252,MAS-SP-0252,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9453,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0253,MAS-SP-0253,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9454,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0254,MAS-SP-0254,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9455,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0255,MAS-SP-0255,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9456,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0256,MAS-SP-0256,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9393,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0257,MAS-SP-0257,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9394,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0258,MAS-SP-0258,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9395,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0259,MAS-SP-0259,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9312,fossil,,MAS-TAX-0024,Leiolopisma telfairii,"(Desjardins, 1831)","Leiolopisma telfairii (Desjardins, 1831)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma telfairii (Desjardins, 1831). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0260,MAS-SP-0260,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4623,fossil,,MAS-TAX-0018,Testudo,"Linnaeus, 1758","Testudo Linnaeus, 1758",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Testudo Linnaeus, 1758. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0261,MAS-SP-0261,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4622,fossil,,MAS-TAX-0018,Testudo,"Linnaeus, 1758","Testudo Linnaeus, 1758",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Testudo Linnaeus, 1758. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0262,MAS-SP-0262,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4658,fossil,,MAS-TAX-0025,Cylindraspis inepta,"(Gunther, 1873)","Cylindraspis inepta (Gunther, 1873)",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0263,MAS-SP-0263,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4630,fossil,,MAS-TAX-0026,Testudo aff,,Testudo aff,,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Testudo aff. triserrata aff. sauzieri Gadow, 1895. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
MAS-SP-0264,MAS-SP-0264,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4625,fossil,,MAS-TAX-0027,Testudo triserrata,"Gunther, 1873","Testudo triserrata Gunther, 1873",,MAS-LOC-0003,Mare aux Songes,Mauritius,Mascarene Islands,Mauritius,MU,,,,,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Testudo triserrata Gunther, 1873. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified. Duplicate taxon record MAS-TAX-0028 was merged during database cleanup.,"Imported from NHMUK locality-ID mapping; precise locality, coordinates, stratigraphy and age require verification. Name standardized to 'Mare aux Songes'; hyphenated forms are retained in specimen provenance when present.","{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""]}"
