specimen_id,species_id,repository,catalogue_number,element,locality_id,provenance,evidence_confidence,photograph_available,photograph_source,3d_available,3d_repository,3d_id,notes,record_provenance_class,primary_source_id
MAS-SP-0221,,"Natural History Museum, London (NHMUK)",PV R 9418,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0222,,"Natural History Museum, London (NHMUK)",PV R 9419,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0223,,"Natural History Museum, London (NHMUK)",PV R 9420,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0224,,"Natural History Museum, London (NHMUK)",PV R 9421,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0225,,"Natural History Museum, London (NHMUK)",PV R 9422,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0226,,"Natural History Museum, London (NHMUK)",PV R 9423,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0227,,"Natural History Museum, London (NHMUK)",PV R 9424,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0228,,"Natural History Museum, London (NHMUK)",PV R 9425,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0229,,"Natural History Museum, London (NHMUK)",PV R 9426,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0230,,"Natural History Museum, London (NHMUK)",PV R 9428,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0231,,"Natural History Museum, London (NHMUK)",PV R 9429,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0232,,"Natural History Museum, London (NHMUK)",PV R 9430,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0233,,"Natural History Museum, London (NHMUK)",PV R 9431,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0234,MAS-TAX-0023,"Natural History Museum, London (NHMUK)",PV R 9432,,MAS-LOC-0007,"Nactus serpensinsula (Loveridge, 1951). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0235,,"Natural History Museum, London (NHMUK)",PV R 9435,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0236,,"Natural History Museum, London (NHMUK)",PV R 9436,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0237,,"Natural History Museum, London (NHMUK)",PV R 9437,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0238,,"Natural History Museum, London (NHMUK)",PV R 9439,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0239,,"Natural History Museum, London (NHMUK)",PV R 9440,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0240,,"Natural History Museum, London (NHMUK)",PV R 9441,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0241,,"Natural History Museum, London (NHMUK)",PV R 9442,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0242,,"Natural History Museum, London (NHMUK)",PV R 9443,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0243,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9444,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0244,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9445,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0245,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9446,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0246,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9447,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0247,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9448,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0248,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9449,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0249,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9450,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0250,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9451,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0251,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9452,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0252,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9453,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0253,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9454,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0254,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9455,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0255,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9456,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0256,,"Natural History Museum, London (NHMUK)",PV R 9393,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0257,,"Natural History Museum, London (NHMUK)",PV R 9394,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0258,,"Natural History Museum, London (NHMUK)",PV R 9395,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0259,MAS-TAX-0024,"Natural History Museum, London (NHMUK)",PV R 9312,,MAS-LOC-0007,"Leiolopisma telfairii (Desjardins, 1831). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0260,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV R 4623,,MAS-LOC-0003,"Testudo Linnaeus, 1758. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0261,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV R 4622,,MAS-LOC-0003,"Testudo Linnaeus, 1758. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0262,MAS-TAX-0025,"Natural History Museum, London (NHMUK)",PV R 4658,,MAS-LOC-0003,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0263,MAS-TAX-0026,"Natural History Museum, London (NHMUK)",PV R 4630,,MAS-LOC-0003,"Testudo aff. triserrata aff. sauzieri Gadow, 1895. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0264,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4625,,MAS-LOC-0003,"Testudo triserrata Gunther, 1873. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0265,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4667,,MAS-LOC-0003,"Testudo triserrata. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0266,MAS-TAX-0025,"Natural History Museum, London (NHMUK)",PV R 4659,,MAS-LOC-0003,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0267,MAS-TAX-0025,"Natural History Museum, London (NHMUK)",PV R 4684,,MAS-LOC-0003,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0268,MAS-TAX-0029,"Natural History Museum, London (NHMUK)",PV R 4654,,MAS-LOC-0002,"Testudo vosmaeri Fitzinger, 1826. Quaternary, Pleistocene. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0269,MAS-TAX-0030,"Natural History Museum, London (NHMUK)",PV R 4632,,MAS-LOC-0003,"Testudo sumeirei Sauzier, 1892. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0270,MAS-TAX-0031,"Natural History Museum, London (NHMUK)",PV R 4643,,MAS-LOC-0003,"Testudo inepta Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0271,MAS-TAX-0032,"Natural History Museum, London (NHMUK)",PV R 4676,,MAS-LOC-0003,"Testudo sauzieri Gadow, 1895. HOLOTYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: HOLOTYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0272,MAS-TAX-0031,"Natural History Museum, London (NHMUK)",PV R 4644,,MAS-LOC-0003,"Testudo inepta Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0273,MAS-TAX-0030,"Natural History Museum, London (NHMUK)",PV R 4634,,MAS-LOC-0003,"Testudo sumeirei Sauzier, 1892. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0274,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4638,,MAS-LOC-0003,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0275,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4639,,MAS-LOC-0003,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0276,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4641,,MAS-LOC-0003,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0277,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4640,,MAS-LOC-0003,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0278,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4642,,MAS-LOC-0003,"Testudo triserrata Gunther, 1873. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0279,MAS-TAX-0030,"Natural History Museum, London (NHMUK)",PV R 4628,,MAS-LOC-0003,"Testudo sumeirei Sauzier, 1892. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0280,MAS-TAX-0030,"Natural History Museum, London (NHMUK)",PV R 4629,,MAS-LOC-0003,"Testudo sumeirei Sauzier, 1892. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0281,MAS-TAX-0025,"Natural History Museum, London (NHMUK)",PV R 4627,,MAS-LOC-0003,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0282,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4624,,MAS-LOC-0003,"Testudo triserrata Gunther, 1873. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0283,MAS-TAX-0027,"Natural History Museum, London (NHMUK)",PV R 4633,,MAS-LOC-0003,"Testudo triserrata. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0284,MAS-TAX-0025,"Natural History Museum, London (NHMUK)",PV R 4675,,MAS-LOC-0003,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0285,MAS-TAX-0025,"Natural History Museum, London (NHMUK)",PV R 4626,,MAS-LOC-0003,"Cylindraspis inepta (Gunther, 1873). NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0286,MAS-TAX-0002,"University Museum of Zoology, Cambridge (UMZC)",415.R,skull; CT/endocast specimen,MAS-LOC-0004,Rodrigues; used in Citron et al. (2026) CT dataset.,B,Unknown,,Unknown,,,Published specimen identifier. Exact collecting locality and public availability of CT/3D files not yet verified in the live UMZC catalogue.,Literature-derived,MAS-SRC-0006
MAS-SP-0287,MAS-TAX-0002,"University Museum of Zoology, Cambridge (UMZC)",643,skull; CT/endocast specimen,MAS-LOC-0004,Rodrigues; used in Citron et al. (2026) CT dataset.,B,Unknown,,Unknown,,,Published specimen identifier. Exact collecting locality and public availability of CT/3D files not yet verified in the live UMZC catalogue.,Literature-derived,MAS-SRC-0006
